,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,emi_per_month,price,zero_downpayment
974,Toyota Glanza,Toyota,G,2021,Manual,"24,283",2nd,PetrolKA-20,"₹15,456/month","₹8,12,000","₹15,875/month"
975,Ford Ecosport,Ford,TITANIUM 1.5L PETROL AT,2016,Automatic,"18,965",1st,PetrolKA-01,"₹15,665/month","₹8,23,000","₹16,090/month"
976,Maruti Wagon R 1.0,Maruti,VXI,2015,Manual,"65,157",1st,PetrolKA-53,"₹8,094/month","₹4,14,000",Zero Down Payment
977,Maruti Alto,Maruti,VXI PLUS,2021,Manual,"13,333",2nd,PetrolKA-42,"₹8,915/month","₹4,56,000",Zero Down Payment
978,Maruti ALTO,Maruti,VXI,2019,Manual,"1,788",1st,PetrolKA-51,"₹8,133/month","₹4,16,000",Zero Down Payment
979,Maruti ALTO 800,Maruti,LXI,2012,Manual,"48,775",2nd,PetrolKA-05,"₹5,083/month","₹2,60,000",Zero Down Payment
980,Maruti IGNIS,Maruti,LPHA 1.2 AMT,2021,Automatic,"4,838",1st,PetrolKA-03,"₹15,932/month","₹8,37,000","₹16,364/month"
981,Maruti Celerio,Maruti,ZXI AMT,2017,Automatic,"30,622",2nd,PetrolKA-01,"₹10,577/month","₹5,41,000",Zero Down Payment
982,KIA SELTOS,KIA,GTX PLUS AT 1.5 DIESEL,2020,Automatic,"94,891",1st,DieselKA-05,"₹30,340/month","₹15,94,000","₹31,163/month"
983,Hyundai VENUE,Hyundai,S 1.2,2022,Manual,"12,781",2nd,PetrolKA-02,"₹18,539/month","₹9,74,000","₹19,042/month"
984,Honda City,Honda,VX CVT PETROL,2016,Automatic,"37,220",1st,PetrolKA-51,"₹18,216/month","₹9,57,000","₹18,710/month"
985,Hyundai i10,Hyundai,SPORTZ 1.2 AT,2012,Automatic,"52,013",2nd,PetrolKA-05,"₹7,468/month","₹3,82,000",Zero Down Payment
986,Mahindra XUV 3OO,Mahindra,W8 (O) 1.5 DIESEL,2019,Manual,"41,824",1st,DieselKA-03,"₹23,126/month","₹12,15,000","₹23,753/month"
987,Hyundai Grand i10,Hyundai,STA 1.2 KAPPA VTVT,2017,Manual,"43,428",2nd,PetrolKA-04,"₹11,359/month","₹5,81,000",Zero Down Payment
988,TOYOTA YARIS,TOYOTA,G CVT,2018,Automatic,"33,151",1st,PetrolKA-51,"₹17,264/month","₹9,07,000","₹17,732/month"
989,Toyota YARIS,Toyota,V CVT,2018,Automatic,"23,280",1st,PetrolKA-01,"₹18,349/month","₹9,64,000","₹18,846/month"
990,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT,2018,Manual,"38,385",2nd,PetrolKA-04,"₹10,831/month","₹5,54,000",Zero Down Payment
991,Maruti Dzire,Maruti,VXI AMT,2018,Automatic,"42,657",1st,PetrolKA-05,"₹13,509/month","₹6,91,000",Zero Down Payment
992,Renault Captur,Renault,RXT Diesel Dual Tone,2018,Manual,"38,199",2nd,DieselKA-53,"₹19,339/month","₹10,16,000","₹19,863/month"
993,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ AMT 1.2 KAPPA VTVT,2020,Automatic,"11,882",1st,PetrolKA-05,"₹15,151/month","₹7,75,000",Zero Down Payment
994,Renault Duster,Renault,RXZ 85 PS DIESEL,2016,Manual,"26,302",2nd,DieselKA-03,"₹17,150/month","₹9,01,000","₹17,615/month"
995,Maruti Dzire,Maruti,VXI AMT,2019,Automatic,"7,898",2nd,PetrolKA-53,"₹14,917/month","₹7,63,000",Zero Down Payment
996,Maruti ALTO K10,Maruti,VXI,2015,Manual,"30,751",1st,PetrolKA-03,"₹6,940/month","₹3,55,000",Zero Down Payment
997,Honda Jazz,Honda,1.2L I-VTEC VX CVT,2019,Automatic,"17,434",1st,PetrolKA-03,"₹18,044/month","₹9,48,000","₹18,534/month"
998,Maruti IGNIS,Maruti,LPHA 1.2 AMT,2021,Automatic,"11,606",1st,PetrolKA-18,"₹15,265/month","₹8,02,000","₹15,679/month"
999,Hyundai VENUE,Hyundai,SX 1.0 TURBO IMT,2021,Manual,"23,985",1st,PetrolKA-51,"₹20,842/month","₹10,95,000","₹21,407/month"
1000,FORD ECOSPORT,FORD,1.5 TDCI TITANIUM PLUS,2017,Manual,"38,321",1st,DieselKA-03,"₹16,712/month","₹8,78,000","₹17,165/month"
1001,HYUNDAI GRAND I10,HYUNDAI,STA 1.2 KAPPA VTVT,2019,Manual,"37,716",1st,PetrolKA-01,"₹12,864/month","₹6,58,000",Zero Down Payment
1002,HYUNDAI XCENT,HYUNDAI,SX 1.2,2017,Manual,"73,393",2nd,PetrolKA-03,"₹11,574/month","₹5,92,000",Zero Down Payment
1003,Ford Ecosport,Ford,TITANIUM + 1.5L PETROL,2020,Manual,"6,589",1st,PetrolKA-01,"₹21,547/month","₹11,32,000","₹22,131/month"
1004,Maruti S PRESSO,Maruti,VXI+,2020,Manual,"36,340",1st,PetrolKA-36,"₹9,345/month","₹4,78,000",Zero Down Payment
1005,Maruti Alto K10,Maruti,VXI (O) AMT,2018,Automatic,"18,761",2nd,PetrolKA-05,"₹8,524/month","₹4,36,000",Zero Down Payment
1006,Maruti Alto K10,Maruti,VXI,2017,Manual,"35,112",2nd,PetrolKA-22,"₹7,234/month","₹3,70,000",Zero Down Payment
1007,Maruti Baleno,Maruti,LPHA CVT PETROL 1.2,2021,Automatic,"19,087",1st,PetrolKA-01,"₹17,759/month","₹9,33,000","₹18,240/month"
1008,Renault Duster,Renault,RXZ 1.3 TURBO MT,2020,Manual,"11,936",1st,PetrolKA-12,"₹22,784/month","₹11,97,000","₹23,402/month"
1009,KIA SELTOS,KIA,GTX PLUS DCT 1.4 PETROL,2021,Automatic,"38,943",1st,PetrolKA-04,"₹32,796/month","₹17,23,000","₹33,685/month"
1010,HONDA CITY,HONDA,1.5L I-VTEC ZX CVT,2020,Automatic,"17,785",1st,PetrolKA-03,"₹24,725/month","₹12,99,000","₹25,396/month"
1011,FORD ECOSPORT,FORD,1.5 TITANIUM PLATINUM EDITION DIESEL,2017,Manual,"71,230",1st,DieselKA-20,"₹16,541/month","₹8,69,000","₹16,989/month"
1012,FORD ECOSPORT,FORD,TITANIUM + 1.5L PETROL AT,2020,Automatic,"31,724",1st,PetrolKA-04,"₹21,889/month","₹11,50,000","₹22,483/month"
1013,Maruti Baleno,Maruti,LPHA CVT PETROL 1.2,2019,Automatic,"29,542",1st,PetrolKA-01,"₹16,369/month","₹8,60,000","₹16,813/month"
1014,Maruti S PRESSO,Maruti,VXI+,2020,Manual,"74,088",1st,PetrolKA-04,"₹8,798/month","₹4,50,000",Zero Down Payment
1015,Honda City,Honda,1.5L I-VTEC VX,2017,Manual,"60,894",1st,PetrolKA-01,"₹16,179/month","₹8,50,000","₹16,618/month"
1016,Maruti S PRESSO,Maruti,VXI PLUS,2022,Manual,"17,888",1st,PetrolKA-15,"₹11,007/month","₹5,63,000",Zero Down Payment
1017,Toyota YARIS,Toyota,G CVT,2021,Automatic,"23,614",1st,PetrolKA-42,"₹19,491/month","₹10,24,000","₹20,019/month"
1018,Honda City,Honda,1.5L I-VTEC V MT 5TH GEN,2021,Manual,"10,949",1st,PetrolKA-02,"₹24,497/month","₹12,87,000","₹25,161/month"
1019,Toyota Glanza,Toyota,G ISG,2021,Manual,"14,441",1st,PetrolKA-04,"₹16,674/month","₹8,76,000","₹17,126/month"
1020,Maruti CELERIO X,Maruti,ZXI,2018,Manual,"63,618",1st,PetrolKA-05,"₹10,655/month","₹5,45,000",Zero Down Payment
1021,Toyota YARIS,Toyota,V CVT,2018,Automatic,"34,644",1st,PetrolKA-51,"₹18,501/month","₹9,72,000","₹19,003/month"
1022,TOYOTA YARIS,TOYOTA,G CVT,2021,Automatic,"33,206",1st,PetrolKA-42,"₹20,595/month","₹10,82,000","₹21,153/month"
1023,Maruti DZIRE,Maruti,ZXI PLUS AMT,2020,Automatic,"40,394",2nd,PetrolKA-04,"₹15,015/month","₹7,68,000",Zero Down Payment
1024,KIA SONET,KIA,GTX PLUS 1.0 DCT,2020,Automatic,"27,871",1st,PetrolKA-03,"₹25,829/month","₹13,57,000","₹26,530/month"
1025,Ford FREESTYLE,Ford,TITANIUM PLUS 1.5 DIESEL,2021,Manual,"23,910",1st,DieselKA-63,"₹17,055/month","₹8,96,000","₹17,517/month"
1026,Toyota YARIS,Toyota,G CVT,2021,Automatic,"26,282",1st,PetrolKA-42,"₹20,024/month","₹10,52,000","₹20,567/month"
1027,Maruti Alto K10,Maruti,VXI,2017,Manual,"28,134",2nd,PetrolKA-50,"₹7,488/month","₹3,83,000",Zero Down Payment
1028,Maruti Alto K10,Maruti,VXI (O) AMT,2017,Automatic,"21,004",2nd,PetrolKA-03,"₹8,133/month","₹4,16,000",Zero Down Payment
1029,Maruti S PRESSO,Maruti,VXI+,2020,Manual,"24,006",2nd,PetrolKA-02,"₹9,286/month","₹4,75,000",Zero Down Payment
1030,Maruti Baleno,Maruti,ZETA CVT PETROL 1.2,2021,Automatic,"8,810",1st,PetrolKA-05,"₹17,873/month","₹9,39,000","₹18,358/month"
1031,Maruti Alto K10,Maruti,VXI (O),2018,Manual,"32,278",1st,PetrolKA-51,"₹8,074/month","₹4,13,000",Zero Down Payment
1032,HYUNDAI GRAND I10,HYUNDAI,SPORTZ (O) 1.2 KAPPA VTVT,2017,Manual,"16,634",2nd,PetrolKA-51,"₹11,515/month","₹5,89,000",Zero Down Payment
1033,Hyundai Eon,Hyundai,AGNA PLUS,2016,Manual,"74,129",1st,PetrolKA-51,"₹6,217/month","₹3,18,000",Zero Down Payment
1034,Maruti Vitara Brezza,Maruti,ZXI PLUS DUAL TONE,2020,Manual,"21,115",2nd,PetrolKA-01,"₹20,062/month","₹10,54,000","₹20,606/month"
1035,Maruti Vitara Brezza,Maruti,ZDI PLUS AT DUAL TONE,2018,Automatic,"72,152",2nd,DieselKA-30,"₹20,385/month","₹10,71,000","₹20,938/month"
1036,Hyundai Grand i10,Hyundai,STA (O) 1.2 KAPPA VTVT,2015,Manual,"45,387",1st,PetrolKA-03,"₹9,971/month","₹5,10,000",Zero Down Payment
1037,Maruti BALENO,Maruti,ZETA CVT PETROL 1.2,2021,Automatic,"2,735",1st,PetrolKA-03,"₹18,311/month","₹9,62,000","₹18,807/month"
1038,Maruti Alto K10,Maruti,VXI,2012,Manual,"57,050",1st,PetrolKA-04,"₹5,181/month","₹2,65,000",Zero Down Payment
1039,RENAULT KWID,RENAULT,RXT 1.0 AMT (O),2016,Automatic,"26,681",1st,PetrolKA-05,"₹8,250/month","₹4,22,000",Zero Down Payment
1040,Renault Kwid,Renault,RXT,2016,Manual,"57,606",1st,PetrolKA-02,"₹6,471/month","₹3,31,000",Zero Down Payment
1041,Maruti SWIFT,Maruti,VXI,2018,Manual,"15,674",1st,PetrolKA-53,"₹12,766/month","₹6,53,000",Zero Down Payment
1042,Maruti Baleno,Maruti,LPHA PETROL 1.2,2016,Manual,"56,968",2nd,PetrolKA-03,"₹11,476/month","₹5,87,000",Zero Down Payment
1043,Ford FREESTYLE,Ford,TITANIUM 1.2 TI-VCT MT,2019,Manual,"39,486",1st,PetrolKA-04,"₹11,671/month","₹5,97,000",Zero Down Payment
1044,Volkswagen Polo,Volkswagen,Trendline 1.0 L Petro,2019,Manual,"34,796",2nd,PetrolKA-51,"₹11,085/month","₹5,67,000",Zero Down Payment
1045,HYUNDAI VENUE,HYUNDAI,S 1.2,2021,Manual,"44,749",1st,PetrolKA-01,"₹15,386/month","₹7,87,000",Zero Down Payment
1046,Hyundai Elite i20,Hyundai,STA 1.2,2016,Manual,"62,760",1st,PetrolKA-04,"₹11,574/month","₹5,92,000",Zero Down Payment
1047,Volkswagen Polo,Volkswagen,TRENDLINE 1.2L PETROL,2012,Manual,"78,351",1st,PetrolKA-01,"₹7,585/month","₹3,88,000",Zero Down Payment
1048,Honda Jazz,Honda,1.2 X I VTEC,2011,Manual,"47,287",1st,PetrolKA-51,"₹6,803/month","₹3,48,000",Zero Down Payment
1049,Toyota ETIOS LIVA,Toyota,G,2013,Manual,"67,678",2nd,PetrolKA-51,"₹7,488/month","₹3,83,000",Zero Down Payment
1050,Honda WR-V,Honda,1.5 i-DTEC VX MT,2018,Manual,"50,148",1st,DieselKA-01,"₹15,523/month","₹7,94,000",Zero Down Payment
1051,Skoda Octavia,Skoda,1.8 TSI STYLE PLUS AT,2016,Automatic,"92,615",1st,PetrolKA-03,"₹22,232/month","₹11,68,000","₹22,835/month"
1052,Renault Kiger,Renault,RXL MT,2021,Manual,"20,044",1st,PetrolKA-04,"₹13,333/month","₹6,82,000",Zero Down Payment
1053,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR,2019,Manual,"77,292",1st,PetrolKA-03,"₹8,934/month","₹4,57,000",Zero Down Payment
1054,Hyundai i20,Hyundai,AGNA (O) 1.4 CRDI,2012,Manual,"64,958",2nd,DieselKA-01,"₹7,155/month","₹3,66,000",Zero Down Payment
1055,Skoda Rapid,Skoda,ELEGANCE 1.6 TDI CR MT,2013,Manual,"99,137",2nd,DieselKA-02,"₹7,390/month","₹3,78,000",Zero Down Payment
1056,Hyundai Elite i20,Hyundai,1.2 SPORTS PLUS VTVT CVT,2019,Automatic,"32,061",1st,PetrolKA-53,"₹14,819/month","₹7,58,000",Zero Down Payment
1057,KIA SELTOS,KIA,HTK PLUS 1.5 DIESEL,2019,Automatic,"40,300",1st,DieselKA-05,"₹23,755/month","₹12,48,000","₹24,399/month"
1058,Hyundai Creta,Hyundai,1.6 SX PLUS PETROL,2016,Manual,"81,647",1st,PetrolKA-05,"₹15,970/month","₹8,39,000","₹16,403/month"
1059,VOLKSWAGEN POLO,VOLKSWAGEN,TRENDLINE 1.2L PETROL,2011,Manual,"89,822",2nd,PetrolMH-03,"₹6,803/month","₹3,48,000",Zero Down Payment
1060,Hyundai Verna,Hyundai,FLUIDIC 1.6 EX CRDI,2011,Manual,"95,106",2nd,DieselKA-04,"₹8,524/month","₹4,36,000",Zero Down Payment
1061,VOLKSWAGEN VENTO,VOLKSWAGEN,HIGHLINE DIESEL 1.6,2013,Manual,"89,181",2nd,DieselKA-03,"₹9,580/month","₹4,90,000",Zero Down Payment
1062,Maruti Swift,Maruti,VXI,2014,Manual,"12,967",1st,PetrolKA-02,"₹10,068/month","₹5,15,000",Zero Down Payment
1063,Hyundai Verna,Hyundai,1.6 VTVT SX,2018,Manual,"17,905",1st,PetrolKA-51,"₹16,712/month","₹8,78,000","₹17,165/month"
1064,Honda City,Honda,1.5L I-VTEC V MT,2015,Manual,"60,898",1st,PetrolKA-34,"₹11,046/month","₹5,65,000",Zero Down Payment
1065,Volkswagen Polo,Volkswagen,COMFORTLINE 1.2L PETROL,2010,Manual,"62,276",1st,PetrolKA-04,"₹6,882/month","₹3,52,000",Zero Down Payment
1066,Volkswagen Polo,Volkswagen,GT TSI 1.2 PETROL AT,2018,Automatic,"50,455",2nd,PetrolKA-02,"₹16,845/month","₹8,85,000","₹17,302/month"
1067,Hyundai i10,Hyundai,SPORTZ 1.1,2014,Manual,"71,609",1st,PetrolKA-04,"₹6,628/month","₹3,39,000",Zero Down Payment
1068,Mahindra Thar,Mahindra,LX PETROL HT 4WD AT,2021,Automatic,"13,277",2nd,PetrolKA-03,"₹29,503/month","₹15,50,000","₹30,303/month"
1069,TOYOTA ETIOS LIVA,TOYOTA,GD EXCLUSIVE,2013,Manual,"97,372",2nd,DieselKA-09,"₹9,378/month","₹4,79,700",Zero Down Payment
1070,Hyundai i10,Hyundai,ERA 1.1 IRDE,2013,Manual,"98,196",2nd,PetrolKA-05,"₹5,552/month","₹2,84,000",Zero Down Payment
1071,Volkswagen Polo,Volkswagen,COMFORTLINE 1.2L PETROL,2010,Manual,"91,696",2nd,PetrolKA-05,"₹6,706/month","₹3,43,000",Zero Down Payment
1072,HYUNDAI I20,HYUNDAI,STA 1.2,2012,Manual,"74,363",3rd,PetrolKA-53,"₹6,960/month","₹3,56,000",Zero Down Payment
1073,Hyundai Creta,Hyundai,1.6 S,2015,Manual,"53,811",2nd,PetrolKA-04,"₹15,015/month","₹7,68,000",Zero Down Payment
1074,Maruti Swift,Maruti,VXI ABS,2010,Manual,"97,699",1st,PetrolKA-51,"₹6,237/month","₹3,19,000",Zero Down Payment
1075,Honda City,Honda,SV MT PETROL,2014,Manual,"59,583",2nd,PetrolKA-03,"₹10,577/month","₹5,41,000",Zero Down Payment
1076,Maruti Vitara Brezza,Maruti,ZDI,2018,Manual,"82,676",1st,DieselKA-50,"₹15,760/month","₹8,28,000","₹16,188/month"
1077,Maruti Ertiga,Maruti,VDI SHVS,2016,Manual,"72,842",1st,DieselKA-05,"₹16,312/month","₹8,57,000","₹16,755/month"
1078,Maruti Dzire,Maruti,VXI,2018,Manual,"30,303",1st,PetrolKA-03,"₹11,574/month","₹5,92,000",Zero Down Payment
1079,Hyundai Elite i20,Hyundai,SPORTZ 1.2,2016,Manual,"71,457",1st,PetrolKA-01,"₹11,808/month","₹6,04,000",Zero Down Payment
1080,Tata NEXON,Tata,XM 1.5,2019,Manual,"70,862",1st,DieselKA-51,"₹15,445/month","₹7,90,000",Zero Down Payment
1081,Maruti RITZ,Maruti,VDI,2011,Manual,"61,784",1st,DieselKA-51,"₹7,077/month","₹3,62,000",Zero Down Payment
1082,Maruti ERTIGA,Maruti,ZXI,2016,Manual,"55,857",1st,PetrolKA-03,"₹15,190/month","₹7,77,000",Zero Down Payment
1083,Maruti Swift,Maruti,VXI,2011,Manual,"25,029",1st,PetrolKA-50,"₹8,309/month","₹4,25,000",Zero Down Payment
1084,HYUNDAI I10,HYUNDAI,SPORTZ 1.2,2010,Manual,"95,490",1st,PetrolKA-02,"₹5,083/month","₹2,60,000",Zero Down Payment
1085,Maruti SWIFT,Maruti,VXI,2010,Manual,"62,554",1st,PetrolKA-51,"₹6,412/month","₹3,28,000",Zero Down Payment
1086,Maruti Ertiga,Maruti,VDI ABS,2015,Manual,"87,119",2nd,DieselKA-53,"₹13,411/month","₹6,86,000",Zero Down Payment
1087,Hyundai Elite i20,Hyundai,1.4 CRDI ASTA (O),2016,Manual,"44,649",2nd,DieselKA-29,"₹13,411/month","₹6,86,000",Zero Down Payment
1088,Maruti SWIFT,Maruti,VXI,2015,Manual,"33,509",1st,PetrolKA-01,"₹9,912/month","₹5,07,000",Zero Down Payment
1089,Maruti Swift,Maruti,LXI,2012,Manual,"58,936",1st,PetrolKA-04,"₹7,761/month","₹3,97,000",Zero Down Payment
1090,Maruti Swift,Maruti,VDI,2014,Manual,"67,932",2nd,DieselKA-05,"₹9,423/month","₹4,82,000",Zero Down Payment
1091,Renault Kwid,Renault,RXT 1.0 EASY-R  AT,2017,Automatic,"67,135",1st,PetrolKA-51,"₹7,429/month","₹3,80,000",Zero Down Payment
1092,Hyundai i20,Hyundai,SPORTZ 1.4 CRDI,2014,Manual,"42,286",1st,DieselKA-01,"₹10,362/month","₹5,30,000",Zero Down Payment
1093,Hyundai i10,Hyundai,SPORTZ 1.1,2015,Manual,"67,271",1st,PetrolKA-51,"₹7,312/month","₹3,74,000",Zero Down Payment
1094,Maruti Swift,Maruti,VDI,2014,Manual,"74,168",1st,DieselKA-40,"₹9,560/month","₹4,89,000",Zero Down Payment
1095,Volkswagen Ameo,Volkswagen,HIGHLINE 1.2,2016,Manual,"55,350",1st,PetrolKA-02,"₹10,850/month","₹5,55,000",Zero Down Payment
1096,TATA ALTROZ,TATA,XZ 1.2,2020,Manual,"70,764",1st,PetrolKA-04,"₹14,017/month","₹7,17,000",Zero Down Payment
1097,Hyundai Verna,Hyundai,FLUIDIC 1.6 SX VTVT,2017,Manual,"84,183",1st,PetrolKA-09,"₹13,275/month","₹6,79,000",Zero Down Payment
1098,Maruti Swift Dzire,Maruti,VDI ABS,2015,Manual,"83,888",1st,DieselKA-53,"₹11,593/month","₹5,93,000",Zero Down Payment
1099,Hyundai Creta,Hyundai,E PLUS 1.6 PETROL,2018,Manual,"54,878",2nd,PetrolKA-50,"₹16,674/month","₹8,76,000","₹17,126/month"
1100,Hyundai i20,Hyundai,STA 1.2,2012,Manual,"46,841",1st,PetrolKA-05,"₹8,934/month","₹4,57,000",Zero Down Payment
1101,HYUNDAI VERNA,HYUNDAI,FLUIDIC 1.6 CRDI SX AT,2015,Automatic,"94,033",2nd,DieselKA-19,"₹12,493/month","₹6,39,000",Zero Down Payment
1102,Maruti Ertiga,Maruti,ZXI,2013,Manual,"1,05,946",2nd,PetrolKA-03,"₹11,163/month","₹5,71,000",Zero Down Payment
1103,Hyundai i10,Hyundai,AGNA 1.2,2011,Manual,"89,942",1st,PetrolKA-51,"₹5,376/month","₹2,75,000",Zero Down Payment
1104,Mahindra Scorpio,Mahindra,S10,2014,Manual,"70,752",1st,DieselKA-19,"₹17,987/month","₹9,45,000","₹18,475/month"
1105,Maruti ALTO 800,Maruti,LXI,2018,Manual,"92,856",1st,PetrolKA-01,"₹5,513/month","₹2,82,000",Zero Down Payment
1106,Maruti Swift,Maruti,VDI,2011,Manual,"89,179",1st,DieselKA-51,"₹7,859/month","₹4,02,000",Zero Down Payment
1107,HYUNDAI I20,HYUNDAI,AGNA O 1.2,2014,Manual,"84,953",2nd,PetrolKA-53,"₹8,035/month","₹4,11,000",Zero Down Payment
1108,Maruti Swift,Maruti,ZDI,2018,Manual,"60,278",1st,DieselKA-04,"₹14,643/month","₹7,49,000",Zero Down Payment
1109,Maruti Swift,Maruti,VXI,2018,Manual,"30,360",1st,PetrolKA-02,"₹12,473/month","₹6,38,000",Zero Down Payment
1110,Tata Tiago,Tata,XZ 1.2 REVOTRON,2017,Manual,"65,312",1st,PetrolKA-51,"₹9,032/month","₹4,62,000",Zero Down Payment
1111,Hyundai EON,Hyundai,SPORTZ,2014,Manual,"68,799",2nd,PetrolKA-05,"₹5,415/month","₹2,77,000",Zero Down Payment
1112,Hyundai i20 Active,Hyundai,1.2 SX,2016,Manual,"54,842",1st,PetrolKA-53,"₹12,219/month","₹6,25,000",Zero Down Payment
1113,Maruti Ritz,Maruti,VXI,2014,Manual,"53,963",1st,PetrolKA-41,"₹7,781/month","₹3,98,000",Zero Down Payment
1114,Hyundai NEW I20,Hyundai,SPORTZ 1.2 AT,2020,Automatic,"29,172",1st,PetrolKA-36,"₹16,484/month","₹8,66,000","₹16,930/month"
1115,Maruti Ertiga,Maruti,VDI,2012,Manual,"1,00,065",1st,DieselKA-53,"₹12,238/month","₹6,26,000",Zero Down Payment
1116,Maruti Celerio,Maruti,ZXI AMT,2015,Automatic,"39,716",1st,PetrolKA-04,"₹8,583/month","₹4,39,000",Zero Down Payment
1117,Hyundai Verna,Hyundai,FLUIDIC 1.6 CRDI SX,2013,Manual,"81,298",2nd,DieselKA-05,"₹10,889/month","₹5,57,000",Zero Down Payment
1118,Mahindra XUV500,Mahindra,W10 FWD,2015,Manual,"86,946",1st,DieselKA-05,"₹20,995/month","₹11,03,000","₹21,564/month"
1119,Maruti Baleno,Maruti,ZETA DIESEL 1.3,2016,Manual,"50,310",1st,DieselKA-05,"₹13,235/month","₹6,77,000",Zero Down Payment
1120,Honda WR-V,Honda,1.2 i-VTEC VX MT,2018,Manual,"23,491",1st,PetrolKA-05,"₹14,604/month","₹7,47,000",Zero Down Payment
1121,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ 1.2 KAPPA VTVT,2020,Manual,"9,417",2nd,PetrolKA-53,"₹12,336/month","₹6,31,000",Zero Down Payment
1122,Ford Ecosport,Ford,1.5  TITANIUM SPORTS(SUNROOF),2019,Manual,"41,273",1st,DieselKA-01,"₹18,501/month","₹9,72,000","₹19,003/month"
1123,Tata Tiago,Tata,XZA PETROL,2018,Automatic,"32,645",2nd,PetrolKA-02,"₹11,163/month","₹5,71,000",Zero Down Payment
1124,Mahindra XUV500,Mahindra,W10 AT,2017,Automatic,"92,420",1st,DieselKA-05,"₹23,964/month","₹12,59,000","₹24,614/month"
1125,Honda Amaze,Honda,1.2 SMT I VTEC,2014,Manual,"55,051",1st,PetrolKA-51,"₹8,758/month","₹4,48,000",Zero Down Payment
1126,Hyundai Elite i20,Hyundai,AGNA 1.2,2016,Manual,"69,567",2nd,PetrolKA-19,"₹10,772/month","₹5,51,000",Zero Down Payment
1127,Mahindra Scorpio,Mahindra,S5,2019,Manual,"53,699",1st,DieselKA-02,"₹23,545/month","₹12,37,000","₹24,184/month"
1128,Maruti Swift,Maruti,VXI,2015,Manual,"40,089",1st,PetrolKA-01,"₹10,674/month","₹5,46,000",Zero Down Payment
1129,Hyundai i20 Active,Hyundai,1.2 SX,2017,Manual,"51,733",2nd,PetrolKA-04,"₹12,375/month","₹6,33,000",Zero Down Payment
1130,HYUNDAI ELITE I20,HYUNDAI,STA 1.2 (O),2018,Manual,"15,974",1st,PetrolKA-20,"₹14,780/month","₹7,56,000",Zero Down Payment
1131,Maruti Wagon R 1.0,Maruti,VXI,2016,Manual,"59,381",1st,PetrolKA-51,"₹7,527/month","₹3,85,000",Zero Down Payment
1132,Mahindra XUV500,Mahindra,W7,2018,Manual,"70,417",1st,DieselKA-19,"₹24,878/month","₹13,07,000","₹25,552/month"
1133,NISSAN MICRA,NISSAN,XE PETROL,2012,Manual,"55,491",1st,PetrolKA-53,"₹5,396/month","₹2,76,000",Zero Down Payment
1134,Maruti SWIFT DZIRE,Maruti,ZDI,2012,Manual,"93,338",3rd,DieselKA-01,"₹9,697/month","₹4,96,000",Zero Down Payment
1135,Mahindra XUV500,Mahindra,W11(O),2018,Manual,"60,343",1st,DieselKA-01,"₹29,103/month","₹15,29,000","₹29,892/month"
1136,Hyundai NEW ELANTRA,Hyundai,2.0 SX MT,2021,Manual,"9,125",1st,PetrolKA-53,"₹29,826/month","₹15,67,000","₹30,635/month"
1137,Maruti Swift Dzire,Maruti,ZXI 1.2 BS IV,2012,Manual,"32,603",1st,PetrolKA-02,"₹9,169/month","₹4,69,000",Zero Down Payment
1138,Maruti Swift,Maruti,VXI O,2017,Manual,"22,869",1st,PetrolKA-03,"₹11,926/month","₹6,10,000",Zero Down Payment
1139,Maruti SWIFT DZIRE,Maruti,ZDI,2012,Manual,"63,444",1st,DieselKA-04,"₹11,085/month","₹5,67,000",Zero Down Payment
1140,RENAULT KWID,RENAULT,CLIMBER 1.0 AT,2018,Automatic,"6,653",1st,PetrolKA-50,"₹9,443/month","₹4,83,000",Zero Down Payment
1141,Tata Tiago,Tata,XT (O) PETROL,2021,Manual,"7,794",1st,PetrolKA-50,"₹12,532/month","₹6,41,000",Zero Down Payment
1142,Tata Tiago,Tata,XZ PETROL,2018,Manual,"75,128",1st,PetrolKA-19,"₹8,974/month","₹4,59,000",Zero Down Payment
1143,Maruti Baleno,Maruti,LPHA CVT PETROL 1.2,2017,Automatic,"66,200",1st,PetrolKA-29,"₹13,431/month","₹6,87,000",Zero Down Payment
1144,KIA SELTOS,KIA,GTX 1.4 GDI PETROL,2020,Manual,"12,499",1st,PetrolKA-01,"₹29,617/month","₹15,56,000","₹30,420/month"
1145,Maruti Vitara Brezza,Maruti,ZDI + AMT,2019,Automatic,"27,515",2nd,DieselKA-03,"₹18,958/month","₹9,96,000","₹19,472/month"
1146,MAHINDRA XUV500,MAHINDRA,W6 4X2,2017,Manual,"21,818",1st,DieselKA-05,"₹24,211/month","₹12,72,000","₹24,868/month"
1147,FORD ECOSPORT,FORD,1.5 TITANIUMTDCI OPT,2014,Manual,"83,387",1st,DieselKA-04,"₹12,942/month","₹6,62,000",Zero Down Payment
1148,Maruti Ertiga,Maruti,VDI,2012,Manual,"67,770",2nd,DieselKA-03,"₹12,610/month","₹6,45,000",Zero Down Payment
